"mz","rt","mzmin","mzmax","rtmin","rtmax","compound_name","ChEBI","InChIKey","formula","adduct","polarity","matched_to_library","RTI","mixture"
273.072989728159,29.3149666230292,273.072796936456,273.07321593626,26.2846144966112,32.8624613066064,"2'-deoxyuridine","CHEBI:16450","MXHRCPNRJAMMIM-SHYZEUOFSA-N","C9H12N2O5","[M+CHO2]-","neg",FALSE,261.798109150622,"2_3"
227.067493240728,36.9165628659308,227.067157566569,227.067675571467,32.8624613066064,49.5775846766657,"2'-deoxyuridine","CHEBI:16450","MXHRCPNRJAMMIM-SHYZEUOFSA-N","C9H12N2O5","[M-H]-","neg",TRUE,353.088232211723,"2_3"
104.070801950759,25.9992096893576,104.070471299372,104.071211745347,23.2918096893536,43.3538064933678,"2-aminoisobutyric acid","CHEBI:27971","FUOOLUPWFVMBKG-UHFFFAOYSA-N","C4H9NO2","[M+H]+","pos",FALSE,0,"1_3"
126.052170773816,25.3228096893536,126.051499923397,126.05239616122,23.9688096893336,28.0050608486873,"2-aminoisobutyric acid","CHEBI:27971","FUOOLUPWFVMBKG-UHFFFAOYSA-N","C4H9NO2","[M+Na]+","pos",FALSE,0,"1_3"
141.052493128709,74.6482428702112,141.052141714864,141.053026034105,70.6307995240686,79.3372191030405,"2-hydroxy-2-methylbutyric acid","CHEBI:68454","MBIQENSCDNJOIY-UHFFFAOYSA-N","C5H10O3","[M+Na]+","pos",FALSE,436.238643564092,"2_10"
117.056083969753,73.8841171874158,117.055808028074,117.056340096506,62.7846499552005,96.0637279353108,"2-hydroxy-2-methylbutyric acid","CHEBI:68454","MBIQENSCDNJOIY-UHFFFAOYSA-N","C5H10O3","[M-H]-","neg",FALSE,439.329203176236,"2_10"
163.060044082779,73.8841171874158,163.058823852061,163.060932834321,68.3348244081684,77.9183815803552,"2-hydroxy-2-methylbutyric acid","CHEBI:68454","MBIQENSCDNJOIY-UHFFFAOYSA-N","C5H10O3","[M+CHO2]-","neg",FALSE,439.329203176236,"2_10"
141.052339047141,91.3405374943548,141.051407982462,141.053587993855,87.3189667147512,93.3516936746641,"2-hydroxy-3-methylbutyric acid","CHEBI:60645","NGEWQZIDQIYUNV-UHFFFAOYSA-N","C5H10O3","[M+Na]+","pos",FALSE,455.580681185261,"2_3"
117.055891405896,89.0033929279448,117.055713349435,117.056003597326,80.418589983842,102.630136104717,"2-hydroxy-3-methylbutyric acid","CHEBI:60645","NGEWQZIDQIYUNV-UHFFFAOYSA-N","C5H10O3","[M-H]-","neg",TRUE,458.247747239564,"2_3"
163.059021889244,88.4984077939631,163.057880216252,163.05986928732,83.9545500284192,93.0421660852805,"2-hydroxy-3-methylbutyric acid","CHEBI:60645","NGEWQZIDQIYUNV-UHFFFAOYSA-N","C5H10O3","[M+CHO2]-","neg",FALSE,457.614711670715,"2_3"
149.027864297783,94.051475292396,149.027688050538,149.02809139019,82.9440870647427,117.760718996687,"2-hydroxy-4-(methylthio)butanoic acid","CHEBI:137228","ONFOSYPQQXJWGS-UHFFFAOYSA-N","C5H10O3S","[M-H]-","neg",TRUE,464.575885388853,"2_3"
151.042231365139,97.3743543743794,151.041586033109,151.042691861594,91.3405374943548,105.423661070087,"2-hydroxy-4-(methylthio)butanoic acid","CHEBI:137228","ONFOSYPQQXJWGS-UHFFFAOYSA-N","C5H10O3S","[M+H]+","pos",FALSE,462.656231310177,"2_3"
173.025122446834,97.3743543743794,173.02419708765,173.02691400519,91.3405374943548,101.399134547156,"2-hydroxy-4-(methylthio)butanoic acid","CHEBI:137228","ONFOSYPQQXJWGS-UHFFFAOYSA-N","C5H10O3S","[M+Na]+","pos",FALSE,462.656231310177,"2_3"
