"chrom_peak_id","sample","mz","rt","rtmin","rtmax","into","target_ChEBI.name","target_ChEBI","target_InChIKey","target_formula","target_M","adduct","score","ppm_error","target_theo_logP","polarity","mixture","adduct_mz","adduct_formula","ms1_adduct_count","ms1_adduct_05_count","isopeak_count","isopeak_sim","ms2_count","ms2_matched_count","ms2_true_count","RTI","rt_regions"
"CP011877",1,283.98274299239,51.9034571748236,50.0442563790559,53.244069454416,341.528893161242,"O(4)-phospho-L-tyrosine","CHEBI:37788","DCWXELXMIBXGTH-QMMMGPOBSA-N","C9H12NO6P",261.040223734,"[M+Na]+",-0.0467007416098681,164.422184530997,-4.138,"pos","1.1",284.029443734,"C9H12NO6PNa",5,5,1,0.890946362063485,1,0,0,378.321482168685,2
"CP104072",2,260.032601261011,36.5847099567011,30.0727135462018,47.7904080607335,202010.727295731,"O(4)-phospho-L-tyrosine","CHEBI:37788","DCWXELXMIBXGTH-QMMMGPOBSA-N","C9H12NO6P",261.040223734,"[M-H]-",-0.000346472988780988,1.33241957144374,-4.138,"neg","1.1",260.032947734,"C9H11NO6P",5,2,4,0.989366975716668,9,0,0,257.763520831936,1
"CP104073",2,260.032387002526,27.2234487223436,25.0148487223436,30.0727135462018,73769.3838011247,"O(4)-phospho-L-tyrosine","CHEBI:37788","DCWXELXMIBXGTH-QMMMGPOBSA-N","C9H12NO6P",261.040223734,"[M-H]-",-0.000560731473512988,2.15638625181677,-4.138,"neg","1.1",260.032947734,"C9H11NO6P",6,2,4,0.989314253922802,5,0,0,0,1
"CP011853",1,400.147148956336,30.8684209910802,27.427395913142,38.7188072973931,39963.7979171593,"S-adenosyl-L-methionine","CHEBI:15414","MEFKEPWMEQBLKI-AIRLBKTGSA-O","C15H23N6O5S",399.145063836,"[M+H]+",-0.00519087966358711,12.9722586795683,-3.942,"pos","1.1",400.152339836,"C15H24N6O5S",1,0,3,0.804274982461366,2,0,0,223.059686717115,1
"CP011854",1,400.147122852762,22.431795913106,20.463595913102,27.427395913142,7026.90745165918,"S-adenosyl-L-methionine","CHEBI:15414","MEFKEPWMEQBLKI-AIRLBKTGSA-O","C15H23N6O5S",399.145063836,"[M+H]+",-0.00521698323831288,13.0374927720053,-3.942,"pos","1.1",400.152339836,"C15H24N6O5S",10,0,3,0.82264618412146,4,0,0,0,1
"CP011395",1,90.0536487035804,23.848795913102,22.431795913106,25.918995913118,1160.05317955071,"sarcosine","CHEBI:15611","FSYKKLYZXJSNPZ-UHFFFAOYSA-N","C3H7NO2",89.047678464,"[M+H]+",-0.00130576041955521,14.4995955783554,-2.96,"pos","1.1",90.054954464,"C3H8NO2",6,1,1,0.96134390942429,0,0,0,0,1
"CP011465",1,112.031819454648,25.918995913118,23.848795913102,28.8380188441886,2436.69677972547,"sarcosine","CHEBI:15611","FSYKKLYZXJSNPZ-UHFFFAOYSA-N","C3H7NO2",89.047678464,"[M+Na]+",-0.00507900935195948,45.3333626831118,-2.96,"pos","1.1",112.036898464,"C3H7NO2Na",2,0,0,0,2,0,0,0,1
"CP011555",1,90.0361720780814,25.918995913118,23.137795913102,28.8380188441886,5543.26550841038,"sarcosine","CHEBI:15611","FSYKKLYZXJSNPZ-UHFFFAOYSA-N","C3H7NO2",89.047678464,"[M+H]+",-0.0187823859185698,208.565825504672,-2.96,"pos","1.1",90.054954464,"C3H8NO2",2,0,0,0,3,0,0,0,1
"CP011615",1,90.0053601582595,30.3283107431788,28.1264848124746,33.5883078910594,1715.81648464907,"sarcosine","CHEBI:15611","FSYKKLYZXJSNPZ-UHFFFAOYSA-N","C3H7NO2",89.047678464,"[M+H]+",-0.0495943057404844,550.711574234486,-2.96,"pos","1.1",90.054954464,"C3H8NO2",0,0,0,0,3,0,0,215.265325682377,1
"CP102950",2,134.046531074226,32.1668016607657,29.2476243125068,37.2754869611515,755.330138035058,"sarcosine","CHEBI:15611","FSYKKLYZXJSNPZ-UHFFFAOYSA-N","C3H7NO2",89.047678464,"[M+CHO2]-",0.000652610226183015,4.868558687974,-2.96,"neg","1.1",134.045878464,"C4H8NO4",1,1,1,0.946378310620207,0,0,0,224.438422423998,1
"CP104572",2,134.046309895415,151.114588480454,147.972949023879,154.469770704973,1209.1413421545,"sarcosine","CHEBI:15611","FSYKKLYZXJSNPZ-UHFFFAOYSA-N","C3H7NO2",89.047678464,"[M+CHO2]-",0.000431431415108818,3.21853547496192,-2.96,"neg","1.1",134.045878464,"C4H8NO4",1,1,2,0.978456562596248,4,2,0,514.033899982716,2
"CP011793",1,347.024173523678,37.9695997095982,35.6921330398092,40.0947077029779,3002.01168675059,"uridine 5'-monophosphate","CHEBI:16695","DJJCXFVJDGTHFX-XVFCMESISA-N","C9H13N2O9P",324.035866626,"[M+Na]+",-0.000913102321646875,2.63122856772299,-3.775,"pos","1.1",347.025086626,"C9H13N2O9PNa",11,4,6,0.745433564475213,1,0,0,308.825933713661,2
"CP011940",1,347.033464815212,91.1144428740123,86.0046039770625,95.447920661582,4332.78414048739,"uridine 5'-monophosphate","CHEBI:16695","DJJCXFVJDGTHFX-XVFCMESISA-N","C9H13N2O9P",324.035866626,"[M+Na]+",0.00837818921240796,24.1428920711931,-3.775,"pos","1.1",347.025086626,"C9H13N2O9PNa",4,0,0,0,5,1,0,440.735675831624,3
"CP011948",1,325.052143247282,91.1144428740123,82.8484347151915,96.6449187459122,14467.2865014053,"uridine 5'-monophosphate","CHEBI:16695","DJJCXFVJDGTHFX-XVFCMESISA-N","C9H13N2O9P",324.035866626,"[M+H]+",0.00900062128170021,27.6905435044248,-3.775,"pos","1.1",325.043142626,"C9H14N2O9P",4,0,0,0,8,1,0,440.735675831624,3
"CP104067",2,323.028525175453,37.9983076147803,30.0727135462018,49.1137849568812,609364.088734348,"uridine 5'-monophosphate","CHEBI:16695","DJJCXFVJDGTHFX-XVFCMESISA-N","C9H13N2O9P",324.035866626,"[M-H]-",-6.54505471970879e-05,0.202615338383054,-3.775,"neg","1.1",323.028590626,"C9H12N2O9P",6,2,4,0.985286249343762,6,1,1,268.426549104402,2
"CP104068",2,323.028287793292,27.2234487223436,25.7176487223716,30.0727135462018,209332.758124854,"uridine 5'-monophosphate","CHEBI:16695","DJJCXFVJDGTHFX-XVFCMESISA-N","C9H13N2O9P",324.035866626,"[M-H]-",-0.000302832707973266,0.937479581563985,-3.775,"neg","1.1",323.028590626,"C9H12N2O9P",9,2,4,0.985140358144403,4,1,1,0,1
