"mz","rt","mzmin","mzmax","rtmin","rtmax","compound_name","ChEBI","InChIKey","formula","adduct","polarity","matched_to_library","RTI","mixture"
188.035648879145,141.466012654356,188.018676757812,188.051773071289,133.879134724044,165.349902898002,"kynurenic acid","CHEBI:18344","HCZHHEIFKROPDY-UHFFFAOYSA-N","C10H7NO3","[M-H]-","neg",FALSE,540.332143841343,"2_2"
190.05121197461,142.472963870223,190.046752929688,190.054443359375,120.810842939475,158.453608885554,"kynurenic acid","CHEBI:18344","HCZHHEIFKROPDY-UHFFFAOYSA-N","C10H7NO3","[M+H]+","pos",FALSE,539.638582934212,"2_2"
209.091541669247,52.2905906897969,209.083953857422,209.146865844727,40.447182776739,60.581110931492,"kynurenine","CHEBI:28683","YGPSJZOEDVAXAB-UHFFFAOYSA-N","C10H12N2O3","[M+H]+","pos",FALSE,291.230448860194,"1_2"
207.076830477747,52.245412547521,207.075221866674,207.079156108805,49.2691085091257,57.7384835808129,"kynurenine","CHEBI:28683","YGPSJZOEDVAXAB-UHFFFAOYSA-N","C10H12N2O3","[M-H]-","neg",FALSE,432.409686221005,"1_2"
241.031425866303,22.246925732836,241.020248413086,241.134017944336,18.5901471985826,28.8556756397285,"L-cystine","CHEBI:16283","LEVWYRKDKASIDU-IMJSIDKUSA-N","C6H12N2O4S2","[M+H]+","pos",FALSE,0,"1_5"
239.015789002355,23.9806543388973,239.011749103229,239.025179501627,20.5465436576773,31.0743021595618,"L-cystine","CHEBI:16283","LEVWYRKDKASIDU-IMJSIDKUSA-N","C6H12N2O4S2","[M-H]-","neg",FALSE,0,"1_5"
285.020199387716,21.6966550150773,285.019226074219,285.024611863659,21.0026536980173,23.0675425727173,"L-cystine","CHEBI:16283","LEVWYRKDKASIDU-IMJSIDKUSA-N","C6H12N2O4S2","[M+CHO2]-","neg",FALSE,0,"1_5"
263.017659628525,22.018814187576,263.010828107543,263.042485693341,18.819035988396,23.6178132905293,"L-cystine","CHEBI:16283","LEVWYRKDKASIDU-IMJSIDKUSA-N","C6H12N2O4S2","[M+Na]+","pos",FALSE,0,"1_5"
169.05829301999,22.4758143239693,169.027477226769,169.063116143323,19.276036124796,25.2134385573021,"L-glutamine","CHEBI:18050","ZDXPYRJPNDTMRX-VKHMYHEASA-N","C5H10N2O3","[M+Na]+","pos",FALSE,0,"1_5"
147.076192489314,22.7039256705493,147.054051732034,147.078832864851,20.190036397536,28.8556756397285,"L-glutamine","CHEBI:18050","ZDXPYRJPNDTMRX-VKHMYHEASA-N","C5H10N2O3","[M+H]+","pos",FALSE,0,"1_5"
