"chrom_peak_id","mz","rt","mzmin","mzmax","rtmin","rtmax","into","target_ChEBI.name","target_ChEBI","target_InChIKey","target_formula","target_M","adduct","score","ppm_error","polarity","mixture","adduct_mz","adduct_formula","ms1_adduct_count","ms1_adduct_05_count","isopeak_count","isopeak_sim","ms2_count","ms2_matched_count","ms2_true_count","RTI","rt_regions"
"CP363207",456.166364293049,441.481052469494,456.162166288257,456.172554052966,438.476725497394,443.985470669355,10315.2855852563,"(3S,5R)-fluvastatin","CHEBI:5136","FJLGEFLZQAZZCD-JUFISIKESA-N","C24H26FNO4",411.184586531999,"[M+CHO2]-",-0.0164222389504971,35.9992516932577,"neg","3_1",456.182786531999,"C25H27NO6F",3,0,0,0,9,0,0,1415.61896057032,4
"CP116188",412.169915920338,317.218834678487,412.166705849089,412.172574138741,315.191707557819,319.922274964569,14914.4377072163,"(3S,5R)-fluvastatin","CHEBI:5136","FJLGEFLZQAZZCD-JUFISIKESA-N","C24H26FNO4",411.184586531999,"[M+H]+",-0.0219466116604963,53.2436800806385,"pos","3_1",412.191862531999,"C24H27NO4F",2,0,0,0,0,0,0,906.840658558927,2
"CP360495",410.153564567211,267.522672254532,410.149350895765,410.159613408686,263.548875679118,271.99361202321,5183.8502663838,"(3S,5R)-fluvastatin","CHEBI:5136","FJLGEFLZQAZZCD-JUFISIKESA-N","C24H26FNO4",411.184586531999,"[M-H]-",-0.0237459647884748,57.8919510630082,"neg","3_1",410.177310531999,"C24H25NO4F",1,0,0,0,0,0,0,756.247344508254,1
"CP360873",456.226898477081,307.789944533466,456.225452286376,456.231879248445,304.806603419163,311.269632470081,52223.8253169976,"(3S,5R)-fluvastatin","CHEBI:5136","FJLGEFLZQAZZCD-JUFISIKESA-N","C24H26FNO4",411.184586531999,"[M+CHO2]-",0.0441119450821361,96.6979605203536,"neg","3_1",456.182786531999,"C25H27NO6F",0,0,0,0,0,0,0,883.734835041781,2
"CP361062",410.227836995876,316.737401001283,410.224343797619,410.232221571497,315.245613317127,317.732464431551,657.060227950215,"(3S,5R)-fluvastatin","CHEBI:5136","FJLGEFLZQAZZCD-JUFISIKESA-N","C24H26FNO4",411.184586531999,"[M-H]-",0.0505264638770768,123.182005878248,"neg","3_1",410.177310531999,"C24H25NO4F",0,0,0,0,0,0,0,914.974647219178,2
"CP281684",190.051043510795,168.528918510479,190.050957537151,190.05127780103,162.003589299181,186.54040243185,8233537.88238501,"(5-hydroxyindol-3-yl)acetic acid","CHEBI:27823","DUUGKQCEGZLZNO-UHFFFAOYSA-N","C10H9NO3",191.058243148,"[M-H]-",7.63627951698709e-05,0.401801665710042,"neg","2_10",190.050967148,"C10H8NO3",6,1,1,0.889377107260931,21,2,1,556.738242317969,4
"CP281652",236.056257835846,168.528918510479,236.055903908489,236.056787839968,163.008446395666,177.546484634269,201293.952587323,"(5-hydroxyindol-3-yl)acetic acid","CHEBI:27823","DUUGKQCEGZLZNO-UHFFFAOYSA-N","C10H9NO3",191.058243148,"[M+CHO2]-",-0.000185312154172834,0.785033239091251,"neg","2_10",236.056443148,"C11H10NO5",6,3,1,0.874422152940122,15,0,0,556.738242317969,4
"CP047705",214.047648549341,169.739204269648,214.046604795176,214.048146124472,165.724767173308,173.758074514346,219281.752432029,"(5-hydroxyindol-3-yl)acetic acid","CHEBI:27823","DUUGKQCEGZLZNO-UHFFFAOYSA-N","C10H9NO3",191.058243148,"[M+Na]+",0.000185401341013858,0.866169298561902,"pos","2_10",214.047463148,"C10H9NO3Na",8,3,1,0.889377107260931,9,0,0,552.363697597329,4
"CP047933",192.065941717829,169.739204269648,192.06561313483,192.06614334313,163.719269763313,185.857802697778,2219885.02485795,"(5-hydroxyindol-3-yl)acetic acid","CHEBI:27823","DUUGKQCEGZLZNO-UHFFFAOYSA-N","C10H9NO3",191.058243148,"[M+H]+",0.000422569829254371,2.20013374149033,"pos","2_10",192.065519148,"C10H10NO3",8,1,1,0.888468291883935,15,1,0,552.363697597329,4
"CP047426",214.053845135154,125.603243299275,214.051837341675,214.055486883336,122.9185499395,128.959315425417,3210.15856603559,"(5-hydroxyindol-3-yl)acetic acid","CHEBI:27823","DUUGKQCEGZLZNO-UHFFFAOYSA-N","C10H9NO3",191.058243148,"[M+Na]+",0.00638198715384419,29.8157570287645,"pos","2_10",214.047463148,"C10H9NO3Na",0,0,0,0,6,0,0,496.228751864696,3
