chrom_peak_id;mzmin;mzmax;rtmin;rtmax;into;target_ChEBI.name;target_ChEBI;target_InChIKey;target_formula;target_M;adduct;mixture;ms1_adduct_count;ms1_adduct_05_count;isopeak_count;isopeak_sim;ms2_count;ms2_matched_count;ms2_true_count;RTI;rt_regions;rtmed;mzmed;number_of_peaks;
CP017254|CP017348|CP247227|CP246091|CP016852|CP016660;212.0527397;212.0533075;23.29180969;33.34286245;1573571.036;N-acetyl-L-glutamic acid;CHEBI:17533;RFMMMVDNIPUKGG-YFKPBYRVSA-N;C7H11NO5;189.0637225;[M+Na]+|[M+H]+|[M-H]-|[M+CHO2]-|[M+Na]+|[M+H]+;1_3;23;6;3;0.456510646;8;6;4;290.542476144662|290.542476144662|302.312590671357|207.492189880598|213.391001986329|0;1;28.91832046;204.373707;6;
CP017439;190.0878752;190.0903325;177.7959681;182.497795;1671.999789;N-acetyl-L-glutamic acid;CHEBI:17533;RFMMMVDNIPUKGG-YFKPBYRVSA-N;C7H11NO5;189.0637225;[M+H]+;1_3;0;0;0;0;0;0;0;565.2000829;2;179.8095052;190.0897761;1;FALSE
CP247468;188.1010402;188.104666;245.7555031;253.1927675;7112.507657;N-acetyl-L-glutamic acid;CHEBI:17533;RFMMMVDNIPUKGG-YFKPBYRVSA-N;C7H11NO5;189.0637225;[M-H]-;1_3;0;0;0;0;0;0;0;705.2434827;3;249.7200485;188.1022508;1;FALSE
CP019084;212.051521;212.0542629;448.7955912;454.2685569;1956.243779;N-acetyl-L-glutamic acid;CHEBI:17533;RFMMMVDNIPUKGG-YFKPBYRVSA-N;C7H11NO5;189.0637225;[M+Na]+;1_3;1;1;1;0.913021285;0;0;0;1447.032953;4;451.530812;212.0531907;1;FALSE
CP011936|CP012281|CP012093|CP239690|CP012143|CP240221|CP011275|CP241654|CP011277;211.0685857;211.0703606;21.88183824;42.90505608;497666.3696;N-acetyl-L-glutamine;CHEBI:21553;KSMRODHGGIIXDV-YFKPBYRVSA-N;C7H12N2O4;188.0797069;[M+Na]+|[M+H]+|[M+Na]+|[M-H]-|[M+Na]+|[M-H]-|[M+H]+|[M-H]-|[M+Na]+;1_2;30;4;2;0.202636472;9;0;0;250.317340659266|231.06554265848|354.385529053133|0|354.385529053133|0|0|228.733147101747|0;1;28.91287708;198.1866932;9;
CP012332|CP012376;211.0403533;211.0463245;45.29507711;61.99597689;24319.38037;N-acetyl-L-glutamine;CHEBI:21553;KSMRODHGGIIXDV-YFKPBYRVSA-N;C7H12N2O4;188.0797069;[M+Na]+|[M+Na]+;1_2;1;0;0;0;6;0;0;407.252565136457|416.654168792316;2;53.97847228;211.0706459;2;
CP012587;189.0734976;189.074039;98.78918595;124.919363;650165.6654;N-acetyl-L-glutamine;CHEBI:21553;KSMRODHGGIIXDV-YFKPBYRVSA-N;C7H12N2O4;188.0797069;[M+H]+;1_2;1;0;0;0;0;0;0;485.7094449;3;116.87544;189.0738203;1;FALSE
CP242152;187.0969673;187.0980473;244.8647404;257.7565603;87147.88063;N-acetyl-L-glutamine;CHEBI:21553;KSMRODHGGIIXDV-YFKPBYRVSA-N;C7H12N2O4;188.0797069;[M-H]-;1_2;0;0;0;0;0;0;0;706.9482641;4;250.3155287;187.0974877;1;FALSE
CP013317;211.0956297;211.1017329;260.2493097;271.8594955;9611.285542;N-acetyl-L-glutamine;CHEBI:21553;KSMRODHGGIIXDV-YFKPBYRVSA-N;C7H12N2O4;188.0797069;[M+Na]+;1_2;1;0;0;0;0;0;0;740.9717967;5;265.0304399;211.0967036;1;FALSE
CP014254;211.1079403;211.1103806;446.7300775;452.2024279;4956.228675;N-acetyl-L-glutamine;CHEBI:21553;KSMRODHGGIIXDV-YFKPBYRVSA-N;C7H12N2O4;188.0797069;[M+Na]+;1_2;1;0;0;0;0;0;0;1438.315889;6;449.4656089;211.109499;1;FALSE
CP094079|CP335397|CP335712|CP335642;196.1248454;196.1268366;28.72867888;43.97834475;11840.00546;N-acetyl-L-isoleucine;CHEBI:21555;JDTWZSUNGHMMJM-FSPLSTOPSA-N;C8H15NO3;173.1051933;[M+Na]+|[M+CHO2]-|[M+CHO2]-|[M-H]-;2_7;6;0;0;0;0;0;0;385.463206160876|301.229727110144|374.88736381655|374.88736381655;1;37.99352263;201.1346959;4;
CP094560|CP094341;174.0935387;174.0962167;166.2453459;178.9718217;3086.571138;N-acetyl-L-isoleucine;CHEBI:21555;JDTWZSUNGHMMJM-FSPLSTOPSA-N;C8H15NO3;173.1051933;[M+H]+|[M+Na]+;2_7;3;0;0;0;9;0;0;561.098306659103|549.862466240355;2;172.6045254;185.1090186;2;
CP095351|CP095110|CP336799|CP337328;174.1122729;174.1130172;189.0753539;218.5991289;12003672.89;N-acetyl-L-isoleucine;CHEBI:21555;JDTWZSUNGHMMJM-FSPLSTOPSA-N;C8H15NO3;173.1051933;[M+H]+|[M+Na]+|[M+CHO2]-|[M-H]-;2_7;30;11;3;0.676864881;36;3;2;584.601563037416|584.601563037416|591.710210942545|591.710210942545;3;196.0199975;190.1023586;4;
CP096221;174.091061;174.0918609;247.8927574;272.4343378;4739441.98;N-acetyl-L-isoleucine;CHEBI:21555;JDTWZSUNGHMMJM-FSPLSTOPSA-N;C8H15NO3;173.1051933;[M+H]+;2_7;2;0;0;0;6;0;0;702.5548916;4;251.9753464;174.0915007;1;FALSE
CP096521;196.1012672;196.1060642;346.8545917;352.9299255;4969.847482;N-acetyl-L-isoleucine;CHEBI:21555;JDTWZSUNGHMMJM-FSPLSTOPSA-N;C8H15NO3;173.1051933;[M+Na]+;2_7;1;0;0;0;0;0;0;1027.593097;5;349.5547547;196.1046483;1;FALSE
CP096856;196.1032459;196.1082158;407.5557672;411.5993151;3782.488123;N-acetyl-L-isoleucine;CHEBI:21555;JDTWZSUNGHMMJM-FSPLSTOPSA-N;C8H15NO3;173.1051933;[M+Na]+;2_7;1;0;0;0;0;0;0;1269.930099;6;409.5777693;196.1063448;1;FALSE
CP064062|CP299564;196.0960415;196.0980949;24.2876145;33.10049568;276192.6991;N-acetyl-L-leucine;CHEBI:17786;WXNXCEHXYPACJF-ZETCQYMHSA-N;C8H15NO3;173.1051933;[M+Na]+|[M+CHO2]-;2_3;3;0;0;0;0;0;0;153.766302706394|129.808215982794;1;27.26903888;207.0779633;2;
CP300023;172.0598764;172.0633268;38.43716388;45.52813161;6045.559932;N-acetyl-L-leucine;CHEBI:17786;WXNXCEHXYPACJF-ZETCQYMHSA-N;C8H15NO3;173.1051933;[M-H]-;2_3;0;0;0;0;0;0;0;395.3753754;2;41.98383123;172.0613972;1;FALSE
CP301491;218.1012695;218.1017862;177.6601354;195.1276183;760350.5441;N-acetyl-L-leucine;CHEBI:17786;WXNXCEHXYPACJF-ZETCQYMHSA-N;C8H15NO3;173.1051933;[M+CHO2]-;2_3;2;1;1;0.893474646;0;0;0;573.4390949;3;182.1628624;218.1016147;1;FALSE
CP066108|CP065925|CP302538;174.1118005;174.1130626;198.668272;222.3069824;16101721.31;N-acetyl-L-leucine;CHEBI:17786;WXNXCEHXYPACJF-ZETCQYMHSA-N;C8H15NO3;173.1051933;[M+H]+|[M+Na]+|[M-H]-;2_3;23;6;2;0.604661626;15;1;1;595.364096219653|595.364096219653|600.561491519363;4;203.6466513;180.7690612;3;
CP302423;218.1103217;218.1135647;246.9907246;251.9644615;4307.869494;N-acetyl-L-leucine;CHEBI:17786;WXNXCEHXYPACJF-ZETCQYMHSA-N;C8H15NO3;173.1051933;[M+CHO2]-;2_3;3;0;0;0;0;0;0;705.6947468;5;249.9736626;218.1120383;1;FALSE
CP067218;196.1030346;196.1075617;347.6784989;351.0600631;2646.931195;N-acetyl-L-leucine;CHEBI:17786;WXNXCEHXYPACJF-ZETCQYMHSA-N;C8H15NO3;173.1051933;[M+Na]+;2_3;1;0;0;0;0;0;0;1028.769112;6;349.7073129;196.1055238;1;FALSE
CP067546|CP067567;196.1034676;196.1086359;407.7969059;417.2381646;2554.666034;N-acetyl-L-leucine;CHEBI:17786;WXNXCEHXYPACJF-ZETCQYMHSA-N;C8H15NO3;173.1051933;[M+Na]+|[M+H]+;2_3;4;0;0;0;0;0;0;1272.14152643519|1297.39825098141;7;412.8538135;185.1175409;2;
CP347564|CP104943;236.0529095;236.0543075;24.36009299;38.98843127;16775.14503;N-acetyl-L-methionine;CHEBI:21557;XUYPXLNMDZIRQH-LURJTMIESA-N;C7H13NO3S;191.0616143;[M+CHO2]-|[M+H]+;2_9;0;0;0;0;0;0;0;0|304.844582612576;1;28.75210749;214.0792891;2;
CP104918;214.0370144;214.0410133;41.65926466;47.67428938;3866.512386;N-acetyl-L-methionine;CHEBI:21557;XUYPXLNMDZIRQH-LURJTMIESA-N;C7H13NO3S;191.0616143;[M+Na]+;2_9;0;0;0;0;0;0;0;400.7782001;2;45.00061393;214.0392275;1;FALSE
CP105283|CP349596|CP105304;214.050484;214.051552;112.9054865;150.796338;10636478.54;N-acetyl-L-methionine;CHEBI:21557;XUYPXLNMDZIRQH-LURJTMIESA-N;C7H13NO3S;191.0616143;[M+Na]+|[M-H]-|[M+H]+;2_9;24;6;3;0.872977704;51;2;2;504.059175330273|507.264284570745|504.059175330273;3;131.1872758;198.7248234;3;
CP349597|CP105339|CP105320;190.0534779;190.0550938;168.8188997;178.3854954;6856.33604;N-acetyl-L-methionine;CHEBI:21557;XUYPXLNMDZIRQH-LURJTMIESA-N;C7H13NO3S;191.0616143;[M-H]-|[M+Na]+|[M+Na]+;2_9;4;1;1;0.291021786;18;0;0;564.728723890834|559.237096751569|553.185002411953;4;173.7402833;206.0379432;3;
CP350650;236.0952247;236.097712;214.1479497;232.8553686;38053.42115;N-acetyl-L-methionine;CHEBI:21557;XUYPXLNMDZIRQH-LURJTMIESA-N;C7H13NO3S;191.0616143;[M+CHO2]-;2_9;1;0;0;0;0;0;0;644.7288649;5;223.5016657;236.0962119;1;FALSE
CP351149;236.094427;236.0966304;268.0673704;279.497197;36585.76474;N-acetyl-L-methionine;CHEBI:21557;XUYPXLNMDZIRQH-LURJTMIESA-N;C7H13NO3S;191.0616143;[M+CHO2]-;2_9;1;0;0;0;0;0;0;772.488584;6;273.0362669;236.0957803;1;FALSE
CP351976;190.0148419;190.016654;420.9504752;427.960695;23716.45552;N-acetyl-L-methionine;CHEBI:21557;XUYPXLNMDZIRQH-LURJTMIESA-N;C7H13NO3S;191.0616143;[M-H]-;2_9;0;0;0;0;0;0;0;1346.421639;7;424.95691;190.0155986;1;FALSE
CP056844|CP056995|CP291550|CP291181|CP057038;230.0666562;230.0714513;25.05378514;41.02735361;20123.58193;N-acetyl-L-phenylalanine;CHEBI:16259;CBQJSKKFNMDLON-JTQLQIEISA-N;C11H13NO3;207.0895433;[M+Na]+|[M+Na]+|[M+CHO2]-|[M-H]-|[M+H]+;2_2;5;2;1;0.175785831;0;0;0;252.496180626421|300.706287919291|328.280128791023|264.129543011752|277.985952500103;1;30.9204828;225.2687257;5;
CP291832;252.0514191;252.0574903;59.21995962;68.81331762;9269.633002;N-acetyl-L-phenylalanine;CHEBI:16259;CBQJSKKFNMDLON-JTQLQIEISA-N;C11H13NO3;207.0895433;[M+CHO2]-;2_2;2;0;0;0;0;0;0;428.50846;2;65.27976869;252.0543226;1;FALSE
CP292716|CP058140;252.0783769;252.080864;192.0478259;198.6730214;2575.385567;N-acetyl-L-phenylalanine;CHEBI:16259;CBQJSKKFNMDLON-JTQLQIEISA-N;C11H13NO3;207.0895433;[M+CHO2]-|[M+Na]+;2_2;3;0;0;0;3;0;0;587.400428466436|585.744313637791;3;194.7476455;241.0829797;2;
CP059234|CP293972;208.096295;208.0972879;215.8212075;239.7756594;18098907.08;N-acetyl-L-phenylalanine;CHEBI:16259;CBQJSKKFNMDLON-JTQLQIEISA-N;C11H13NO3;207.0895433;[M+H]+|[M-H]-;2_2;13;1;1;0.439375747;18;3;2;632.320426027586|639.448056989225;4;221.254256;207.0900829;2;
CP293973;206.0818011;206.0822146;232.0813411;239.4881009;173768.5482;N-acetyl-L-phenylalanine;CHEBI:16259;CBQJSKKFNMDLON-JTQLQIEISA-N;C11H13NO3;207.0895433;[M-H]-;2_2;1;1;1;0.878929157;6;1;1;669.5621939;5;234.5477944;206.081979;1;FALSE
CP293916;252.1305904;252.1374022;250.4042629;255.8785849;3546.330087;N-acetyl-L-phenylalanine;CHEBI:16259;CBQJSKKFNMDLON-JTQLQIEISA-N;C11H13NO3;207.0895433;[M+CHO2]-;2_2;1;0;0;0;0;0;0;714.1059412;6;252.8924732;252.1356321;1;FALSE
CP294500;252.0716535;252.0755768;272.7996004;285.2443706;16165.79639;N-acetyl-L-phenylalanine;CHEBI:16259;CBQJSKKFNMDLON-JTQLQIEISA-N;C11H13NO3;207.0895433;[M+CHO2]-;2_2;3;0;0;0;0;0;0;781.5128986;7;276.2836985;252.0735721;1;FALSE
CP294940;252.0711908;252.0737341;299.6848137;305.6597744;9976.972051;N-acetyl-L-phenylalanine;CHEBI:16259;CBQJSKKFNMDLON-JTQLQIEISA-N;C11H13NO3;207.0895433;[M+CHO2]-;2_2;3;0;0;0;0;0;0;865.0050675;8;302.1738682;252.0725215;1;FALSE
CP295540;252.0936278;252.0980369;340.0111845;350.4791389;40063.05748;N-acetyl-L-phenylalanine;CHEBI:16259;CBQJSKKFNMDLON-JTQLQIEISA-N;C11H13NO3;207.0895433;[M+CHO2]-;2_2;2;0;0;0;0;0;0;1022.082915;9;345.4923038;252.0959679;1;FALSE
CP061246;208.0694726;208.0727288;401.8070769;405.8547483;1251.052904;N-acetyl-L-phenylalanine;CHEBI:16259;CBQJSKKFNMDLON-JTQLQIEISA-N;C11H13NO3;207.0895433;[M+H]+;2_2;0;0;0;0;0;0;0;1247.213859;10;403.8306018;208.0709505;1;FALSE
CP296695;252.0693198;252.0705066;505.0311178;507.5281178;967.4622385;N-acetyl-L-phenylalanine;CHEBI:16259;CBQJSKKFNMDLON-JTQLQIEISA-N;C11H13NO3;207.0895433;[M+CHO2]-;2_2;1;0;0;0;0;0;0;0;11;506.5291178;252.0701063;1;FALSE
CP291180|CP056589|CP057152|CP056833;202.0710002;202.0732607;24.37678514;39.11028434;51436.89533;N-acetyl-L-proline;CHEBI:21560;GNMSLDIYJOSUSW-LURJTMIESA-N;C7H11NO3;157.0738932;[M+CHO2]-|[M+Na]+|[M+Na]+|[M+H]+;2_2;9;1;1;0.225832671;18;2;0;279.716860452289|0|300.706287919291|201.584742013901;1;28.95354427;180.0483391;4;
CP057307|CP291939;180.0628036;180.0634507;39.00393457;49.62116067;294623.4363;N-acetyl-L-proline;CHEBI:21560;GNMSLDIYJOSUSW-LURJTMIESA-N;C7H11NO3;157.0738932;[M+Na]+|[M-H]-;2_2;11;3;2;0.917149006;11;1;1;398.826354568518|402.544273036967;2;44.17935628;168.0647759;2;
CP291938|CP485854|CP057636;156.0665338;156.0668536;41.78406538;89.32750626;10115058.91;N-acetyl-L-proline;CHEBI:21560;GNMSLDIYJOSUSW-LURJTMIESA-N;C7H11NO3;157.0738932;[M-H]-|[M+H]+|[M+Na]+;2_2;24;6;3;0.91710064;47;2;2;434.202975913404|435.932786320733|434.362254310136;3;72.55129991;164.7367194;3;
CP292013;202.0497899;202.0518672;102.6015044;110.6628851;22097.73708;N-acetyl-L-proline;CHEBI:21560;GNMSLDIYJOSUSW-LURJTMIESA-N;C7H11NO3;157.0738932;[M+CHO2]-;2_2;1;0;0;0;0;0;0;480.3476398;4;106.6329192;202.0510121;1;FALSE
CP292766|CP292905;202.071632;202.0766035;194.5360407;200.4975193;8406.974685;N-acetyl-L-proline;CHEBI:21560;GNMSLDIYJOSUSW-LURJTMIESA-N;C7H11NO3;157.0738932;[M+CHO2]-|[M-H]-;2_2;4;2;1;0.451665341;0;0;0;591.06199350768|591.671377632954;5;196.7738487;179.0792625;2;
CP293088;202.0493807;202.0537165;216.3140287;219.2706398;1100.707295;N-acetyl-L-proline;CHEBI:21560;GNMSLDIYJOSUSW-LURJTMIESA-N;C7H11NO3;157.0738932;[M+CHO2]-;2_2;0;0;0;0;0;0;0;631.6438052;6;217.7926064;202.051394;1;FALSE
CP293849;156.0655306;156.0667786;251.8974789;255.8785849;1750.275147;N-acetyl-L-proline;CHEBI:21560;GNMSLDIYJOSUSW-LURJTMIESA-N;C7H11NO3;157.0738932;[M-H]-;2_2;1;1;1;0.917197378;0;0;0;716.9749249;7;253.8880536;156.066353;1;FALSE
CP059804;180.1003989;180.1045422;262.2802713;269.1029146;22244.92772;N-acetyl-L-proline;CHEBI:21560;GNMSLDIYJOSUSW-LURJTMIESA-N;C7H11NO3;157.0738932;[M+Na]+;2_2;2;0;0;0;0;0;0;740.4700679;8;265.0096487;180.102028;1;FALSE
CP294467;202.1129832;202.1186854;276.7813636;282.7552839;1692.485465;N-acetyl-L-proline;CHEBI:21560;GNMSLDIYJOSUSW-LURJTMIESA-N;C7H11NO3;157.0738932;[M+CHO2]-;2_2;0;0;0;0;0;0;0;791.5539428;9;279.7680915;202.1154583;1;FALSE
CP295724|CP061103;202.0296341;202.0338615;368.4460732;380.2050449;2963.947526;N-acetyl-L-proline;CHEBI:21560;GNMSLDIYJOSUSW-LURJTMIESA-N;C7H11NO3;157.0738932;[M+CHO2]-|[M+Na]+;2_2;1;0;0;0;0;0;0;1118.84473802395|1144.80578692602;10;374.3984424;191.0708918;2;
CP061283;158.0518263;158.0557867;407.878099;411.9245181;1485.016247;N-acetyl-L-proline;CHEBI:21560;GNMSLDIYJOSUSW-LURJTMIESA-N;C7H11NO3;157.0738932;[M+H]+;2_2;1;0;0;0;0;0;0;1272.479941;11;409.9010307;158.0533951;1;FALSE
CP021785|CP252437|CP022209|CP252463|CP021565|CP024977;170.0402283;170.0432329;21.99578114;45.19204737;758173.0924;N-acetyl-L-serine;CHEBI:45441;JJIHLJJYMXLCOY-BYPYZUCNSA-N;C5H9NO4;147.0531578;[M+Na]+|[M-H]-|[M+H]+|[M+CHO2]-|[M+H]+|[M+H]+;1_4;34;10;4;0.623507378;11;0;0;185.319180425015|220.202354531156|185.319180425015|301.251250721441|0|119.587283767951;1;27.32502164;158.7169259;6;
CP252971|CP024978;146.064249;146.0653002;173.1997623;184.9271833;56879.3485;N-acetyl-L-serine;CHEBI:45441;JJIHLJJYMXLCOY-BYPYZUCNSA-N;C5H9NO4;147.0531578;[M-H]-|[M+H]+;1_4;4;0;0;0;0;0;0;569.211059737452|561.877134883285;2;177.8293229;147.08066;2;
CP253065|CP022881;146.0435163;146.0464054;203.5856341;212.1686613;13478.30094;N-acetyl-L-serine;CHEBI:45441;JJIHLJJYMXLCOY-BYPYZUCNSA-N;C5H9NO4;147.0531578;[M-H]-|[M+H]+;1_4;8;4;2;0.935261067;0;0;0;609.588596473448|599.256970094631;3;207.0267587;147.0526198;2;
CP253143;192.0675245;192.0690563;222.9888119;225.4467793;1069.922756;N-acetyl-L-serine;CHEBI:45441;JJIHLJJYMXLCOY-BYPYZUCNSA-N;C5H9NO4;147.0531578;[M+CHO2]-;1_4;1;0;0;0;0;0;0;647.2541198;4;224.4637909;192.0681483;1;FALSE
CP253433;146.0060023;146.0090038;287.8417781;291.3180355;1227.989915;N-acetyl-L-serine;CHEBI:45441;JJIHLJJYMXLCOY-BYPYZUCNSA-N;C5H9NO4;147.0531578;[M-H]-;1_4;1;0;0;0;0;0;0;823.4129147;5;289.8282096;146.0076356;1;FALSE
CP253513;145.9965219;145.999727;307.7061529;311.685684;1310.669473;N-acetyl-L-serine;CHEBI:45441;JJIHLJJYMXLCOY-BYPYZUCNSA-N;C5H9NO4;147.0531578;[M-H]-;1_4;3;0;0;0;0;0;0;889.7720451;6;309.6958015;145.9975325;1;FALSE
CP299754|CP299233|CP298798;245.0919652;245.0941361;22.2906145;35.39590915;18373.27579;N-acetyl-L-tryptophan;CHEBI:74640;DZTHIGRZJZPRDV-LBPRGKRZSA-N;C13H14N2O3;246.1004423;[M-H]-|[M-H]-|[M+CHO2]-;2_3;4;1;2;0.245428767;0;0;0;306.571090386516|129.808215982794|0;1;27.30468092;260.4337837;3;
CP064634|CP300239;247.1075155;247.1081996;31.09557482;49.8162189;59309.42427;N-acetyl-L-tryptophan;CHEBI:74640;DZTHIGRZJZPRDV-LBPRGKRZSA-N;C13H14N2O3;246.1004423;[M+H]+|[M-H]-;2_3;4;2;2;0.858508629;0;0;0;388.518948843462|399.602864448637;2;42.4737094;246.100358;2;
CP064635|CP300238;247.1069704;247.1082707;49.8162189;67.28088761;94143.81596;N-acetyl-L-tryptophan;CHEBI:74640;DZTHIGRZJZPRDV-LBPRGKRZSA-N;C13H14N2O3;246.1004423;[M+H]+|[M-H]-;2_3;6;2;2;0.858508629;0;0;0;417.876688857446|420.241299803636;3;58.93629682;246.1003342;2;
CP300519|CP300824|CP064877;245.1087166;245.1107731;85.97429441;99.09824709;53841.75181;N-acetyl-L-tryptophan;CHEBI:74640;DZTHIGRZJZPRDV-LBPRGKRZSA-N;C13H14N2O3;246.1004423;[M-H]-|[M+CHO2]-|[M+H]+;2_3;3;0;0;0;0;0;0;456.982167924666|459.513507669006|457.152678891438;4;90.2293401;261.0722112;3;
CP065079;269.0777917;269.0818374;144.9733275;150.3150976;2958.461324;N-acetyl-L-tryptophan;CHEBI:74640;DZTHIGRZJZPRDV-LBPRGKRZSA-N;C13H14N2O3;246.1004423;[M+Na]+;2_3;0;0;0;0;0;0;0;523.6728698;5;147.6443579;269.0799946;1;FALSE
CP301298;245.0925351;245.0973199;180.6626;184.1620076;987.9786726;N-acetyl-L-tryptophan;CHEBI:74640;DZTHIGRZJZPRDV-LBPRGKRZSA-N;C13H14N2O3;246.1004423;[M-H]-;2_3;2;2;1;0.858593398;6;0;0;574.0525608;6;182.662837;245.0951829;1;FALSE
CP301829|CP065887;291.1192992;291.1259143;199.3490489;213.4422887;65504.58141;N-acetyl-L-tryptophan;CHEBI:74640;DZTHIGRZJZPRDV-LBPRGKRZSA-N;C13H14N2O3;246.1004423;[M+CHO2]-|[M+Na]+;2_3;0;0;0;0;18;0;0;617.333880677626|595.364096219653;7;207.4551655;280.0913555;2;
CP066464|CP066669|CP302526|CP302256|CP066472;269.0887774;269.0909164;231.1701974;250.968882;3235488.825;N-acetyl-L-tryptophan;CHEBI:74640;DZTHIGRZJZPRDV-LBPRGKRZSA-N;C13H14N2O3;246.1004423;[M+Na]+|[M+H]+|[M-H]-|[M+CHO2]-|[M+Na]+;2_3;38;12;4;0.6868069;75;3;2;663.470065132102|663.470065132102|669.728145783524|669.728145783524|680.56627312588;8;236.3350932;264.3050839;5;
CP067113|CP302884;247.0926957;247.0992787;330.7655279;338.0592314;3072.513257;N-acetyl-L-tryptophan;CHEBI:74640;DZTHIGRZJZPRDV-LBPRGKRZSA-N;C13H14N2O3;246.1004423;[M+H]+|[M-H]-;2_3;1;0;0;0;0;0;0;969.112157169832|987.863020666837;9;335.3575798;246.1082504;2;
CP067284;247.12844;247.1304843;355.1175249;359.1748169;4148.400652;N-acetyl-L-tryptophan;CHEBI:74640;DZTHIGRZJZPRDV-LBPRGKRZSA-N;C13H14N2O3;246.1004423;[M+H]+;2_3;1;0;0;0;0;0;0;1058.081024;10;357.146383;247.1294444;1;FALSE
CP067671;269.1416756;269.1438255;436.2109987;439.60005;1932.135964;N-acetyl-L-tryptophan;CHEBI:74640;DZTHIGRZJZPRDV-LBPRGKRZSA-N;C13H14N2O3;246.1004423;[M+Na]+;2_3;2;0;0;0;0;0;0;1386.415894;11;437.5673684;269.1422869;1;FALSE
CP068271;247.1240487;247.1301183;549.6243259;553.0498478;777.4212489;N-acetyl-L-tryptophan;CHEBI:74640;DZTHIGRZJZPRDV-LBPRGKRZSA-N;C13H14N2O3;246.1004423;[M+H]+;2_3;3;0;0;0;0;0;0;1873.516813;12;551.679815;247.1264748;1;FALSE
CP263028|CP032120|CP485044|CP262921|CP035267|CP035252|CP261856|CP031890;222.0761348;222.0776617;17.91396502;53.43416152;175929.4888;N-acetyl-L-tyrosine;CHEBI:21563;CAHKINHBCWCHCF-JTQLQIEISA-N;C11H13NO4;223.0844579;[M-H]-|[M+H]+|[M+Na]+|[M+CHO2]-|[M+H]+|[M+H]+|[M-H]-|[M+Na]+;1_5;4;2;2;0.219240734;9;0;0;388.222635424065|404.965170959635|106.557203834502|301.159047890958|344.489458602534|0|0|354.866918456858;1;33.68193453;234.5868443;8;
CP032328|CP263401|CP032345|CP485032;246.0732867;246.0739326;42.73680516;228.2399381;5160179.031;N-acetyl-L-tyrosine;CHEBI:21563;CAHKINHBCWCHCF-JTQLQIEISA-N;C11H13NO4;223.0844579;[M+Na]+|[M-H]-|[M+H]+|[M+H]+;1_5;37;9;4;0.876940822;115;6;2;523.496623021718|527.954388123678|523.496623021718|523.496623021718;2;146.6561546;229.0923338;4;
CP485033;224.1276009;224.128742;228.2399381;402.052334;6183661.399;N-acetyl-L-tyrosine;CHEBI:21563;CAHKINHBCWCHCF-JTQLQIEISA-N;C11H13NO4;223.0844579;[M+H]+;1_5;0;0;0;0;0;0;0;694.8799386;3;248.7179802;224.1282567;1;FALSE
CP033071;246.1070045;246.1105506;260.9750183;267.7897592;22000.48117;N-acetyl-L-tyrosine;CHEBI:21563;CAHKINHBCWCHCF-JTQLQIEISA-N;C11H13NO4;223.0844579;[M+Na]+;1_5;0;0;0;0;0;0;0;736.8823129;4;263.7007991;246.1090327;1;FALSE
CP264203;268.0655009;268.0697649;310.0930005;316.0667525;5456.456005;N-acetyl-L-tyrosine;CHEBI:21563;CAHKINHBCWCHCF-JTQLQIEISA-N;C11H13NO4;223.0844579;[M+CHO2]-;1_5;1;0;0;0;0;0;0;899.1575434;5;312.5811211;268.0683188;1;FALSE
CP033502|CP264431;224.0619611;224.0667002;341.9670423;349.9518159;14976.73177;N-acetyl-L-tyrosine;CHEBI:21563;CAHKINHBCWCHCF-JTQLQIEISA-N;C11H13NO4;223.0844579;[M+H]+|[M-H]-;1_5;2;0;0;0;0;0;0;1016.78730058458|1020.28516849227;6;345.7498623;223.0931727;2;
CP033656;246.0790421;246.0837326;369.5735708;374.9920981;2440.047332;N-acetyl-L-tyrosine;CHEBI:21563;CAHKINHBCWCHCF-JTQLQIEISA-N;C11H13NO4;223.0844579;[M+Na]+;1_5;1;0;0;0;0;0;0;1119.863951;7;372.2832931;246.0807586;1;FALSE
CP485034;224.1273381;224.1290745;430.4488452;553.6441998;2705594.8;N-acetyl-L-tyrosine;CHEBI:21563;CAHKINHBCWCHCF-JTQLQIEISA-N;C11H13NO4;223.0844579;[M+H]+;1_5;1;0;0;0;0;0;0;1372.780503;8;433.8362419;224.128036;1;FALSE
CP035266;224.1275741;224.1288918;577.0147857;587.1793729;89243.13584;N-acetyl-L-tyrosine;CHEBI:21563;CAHKINHBCWCHCF-JTQLQIEISA-N;C11H13NO4;223.0844579;[M+H]+;1_5;0;0;0;0;0;0;0;0;9;583.1193729;224.1281508;1;FALSE
CP076555|CP076802|CP486453;160.0944325;160.0981237;25.0716963;36.44973711;395846.3472;N-acetyl-L-valine;CHEBI:21565;IHYJTAOFMMMOPX-LURJTMIESA-N;C7H13NO3;159.0895433;[M+H]+|[M+Na]+|[M+Na]+;2_5;9;4;2;0.611239242;0;0;0;278.463145255681|278.463145255681|202.041151872976;1;29.76690534;174.7358241;3;
CP076556|CP076803;160.0956889;160.0984061;35.11322057;53.83867498;339983.0993;N-acetyl-L-valine;CHEBI:21565;IHYJTAOFMMMOPX-LURJTMIESA-N;C7H13NO3;159.0895433;[M+H]+|[M+Na]+;2_5;4;2;1;0.458405261;0;0;0;373.079893088265|378.24641205237;2;40.79308184;171.0891485;2;
