"chrom_peak_id","mzmin","mzmax","rtmin","rtmax","into","target_ChEBI.name","target_ChEBI","target_InChIKey","target_formula","target_M","adduct","mixture","ms1_adduct_count","ms1_adduct_05_count","isopeak_count","isopeak_sim","ms2_count","ms2_matched_count","ms2_true_count","RTI","rt_regions","rtmed","mzmed","number_of_peaks"
"CP073261",359.261772357333,359.265368866769,474.98854466408,478.605140938382,445.137461069912,"1-stearoyl-sn-glycerol","CHEBI:75550","VBICKXHEKHSIBG-FQEVSTJZSA-N","C21H42O4",358.308309824,"[M+H]+","3_2",1,0,0,0,0,0,0,"1521.18714161952",4,476.386839399661,359.264522433206,1
"CP077080",766.529123521404,766.531130346642,493.153021892046,504.959332621226,5373.04719410698,"1,2-di-[(9Z)-octadecenoyl]-sn-glycero-3-phosphoethanolamine","CHEBI:84839","MWRBNPKJOOWZPW-NYVOMTAGSA-N","C41H78NO8P",743.546505086,"[M+Na]+","3_3",1,2,1,0.625838695984962,3,0,0,"1607.85790496448",1,497.841806781651,766.529807228114,1
"CP077919",744.579785509476,744.581877773148,607.438585922799,620.957335922814,14951.8022278498,"1,2-di-[(9Z)-octadecenoyl]-sn-glycero-3-phosphoethanolamine","CHEBI:84839","MWRBNPKJOOWZPW-NYVOMTAGSA-N","C41H78NO8P",743.546505086,"[M+H]+","3_3",1,0,0,0,1,0,0,"0",2,610.885585922799,744.58079051162,1
"CP179898",788.586028837745,788.598132430999,462.748837908587,466.96384184443,693.129626443872,"1,2-di-[(9Z)-octadecenoyl]-sn-glycero-3-phosphoethanolamine","CHEBI:84839","MWRBNPKJOOWZPW-NYVOMTAGSA-N","C41H78NO8P",743.546505086,"[M+CHO2]-","3_3",1,0,0,0,1,0,0,"1473.87425129767",3,464.847899501683,788.591369621785,1
"CP179666",788.599607057069,788.606800508469,417.77592701244,421.209002908263,2042.23522130535,"1,2-di-[(9Z)-octadecenoyl]-sn-glycero-3-phosphoethanolamine","CHEBI:84839","MWRBNPKJOOWZPW-NYVOMTAGSA-N","C41H78NO8P",743.546505086,"[M+CHO2]-","3_3",1,0,0,0,0,0,0,"1290.49262137699",4,419.787121024679,788.600955035883,1
"CP069204",700.490940800399,700.492871399348,371.620402086703,375.168421205253,10427.7376640087,"1,2-di-O-myristoyl-sn-glycero-3-phosphocholine","CHEBI:45240","CITHEXJVPOWHKC-UUWRZZSWSA-N","C36H72NO8P",677.499554894,"[M+Na]+","3_1",1,1,1,0.66087546325849,4,0,0,"1099.22056865803",1,373.033464059251,700.491619762882,1
"CP070236",678.476010529573,678.477632571972,495.403183124174,505.256692370121,3750.57927650127,"1,2-di-O-myristoyl-sn-glycero-3-phosphocholine","CHEBI:45240","CITHEXJVPOWHKC-UUWRZZSWSA-N","C36H72NO8P",677.499554894,"[M+H]+","3_1",1,0,0,0,2,0,0,"1615.37175976891",2,499.634048998878,678.476869186152,1
"CP069202",692.500889228946,692.502792508992,371.03078450763,375.168421205253,7661.78219262406,"1,2-dihexadecanoyl-sn-glycero-3-phosphoethanolamine","CHEBI:73127","SLKDGVPOSSLUAI-PGUFJCEWSA-N","C37H74NO8P",691.515204958,"[M+H]+","3_1",1,0,0,0,4,0,0,"1099.22056865803",1,373.033464059251,692.50201732502,1
"CP175228",784.580505930214,784.582308669043,377.67009016098,383.826093545738,418522.65020077,"1,2-dioleoyl-sn-glycero-3-phosphocholine","CHEBI:74669","SNKAWJBJQDLSFF-NVKMUCNASA-N","C44H84NO8P",785.593455278,"[M-H]-","3_2",1,1,1,0.604675145115972,6,0,0,"1130.03429753284",1,380.417558949317,784.581275904784,1
"CP069031",273.182539738762,273.183836604994,361.327270420021,364.82306153402,1653.74955594371,"17beta-estradiol","CHEBI:16469","VOXZDWNPVJITMN-ZBRFXRBCSA-N","C18H24O2",272.177630008,"[M+H]+","3_1",1,2,1,0.819963578523282,1,1,1,"1058.14319958195",1,362.728384479127,273.183337441155,1
"CP068579",273.166600670293,273.166972721264,236.300761442016,256.786284333835,19410.9914934606,"17beta-estradiol","CHEBI:16469","VOXZDWNPVJITMN-ZBRFXRBCSA-N","C18H24O2",272.177630008,"[M+H]+","3_1",1,0,0,0,3,0,0,"660.443555079165",2,246.251399936884,273.166843878303,1
